dataset,subject,session,LI_mu_early_T1,LI_mu_mid_T1,LI_mu_late_T1,ΔLI_mu_T1,LI_beta_early_T1,LI_beta_mid_T1,LI_beta_late_T1,ΔLI_beta_T1,mu_ERD_slope_contra_T1,mu_ERD_slope_bilateral_T1,mu_ERD_selectivity_T1,beta_ERD_slope_contra_T1,beta_ERD_slope_bilateral_T1,beta_ERD_selectivity_T1,LI_mu_early_T2,LI_mu_mid_T2,LI_mu_late_T2,ΔLI_mu_T2,LI_beta_early_T2,LI_beta_mid_T2,LI_beta_late_T2,ΔLI_beta_T2,mu_ERD_slope_contra_T2,mu_ERD_slope_bilateral_T2,mu_ERD_selectivity_T2,beta_ERD_slope_contra_T2,beta_ERD_slope_bilateral_T2,beta_ERD_selectivity_T2,μ_responder,β_responder
BNCI2014_004,3,0train,-0.16866232109930965,-0.06105154247088983,0.9451942436111845,1.113856564710494,-0.2470025250697203,-0.40623200330523657,0.4338418061549043,0.6808443312246246,0.24723599545852742,-0.0960152423726563,0.3432512378311837,0.5547694623641133,0.28918010090017165,0.26558936146394163,-0.6058727009847538,-0.7003192852259137,-0.17993887743828543,0.42593382354646836,0.18829928063863388,0.07156754468525717,0.10828017753600344,-0.08001910310263044,0.07984083117743337,-0.07273899284602126,0.15257982402345463,-0.37437418796643895,-0.28514547864274414,-0.08922870932369481,True,True
BNCI2014_004,3,1train,-0.6108775830140077,-0.4186523689699962,0.7932794992734565,1.4041570822874643,-0.7986692727295923,0.3802239852616713,-0.063835671955632,0.7348336007739603,0.9394818110476697,0.38936988909294845,0.5501119219547213,0.58169918060636,0.4068280792316628,0.17487110137469714,-0.2828180156777901,-0.3850934438618116,0.08336160140145256,0.3661796170792426,-0.9106813040088488,0.24253525888922636,-0.2188629983804704,0.6918183056283784,0.40826748576727195,0.32016724260223683,0.08810024316503512,0.3993836681945576,0.1998209569485157,0.1995627112460419,True,True
BNCI2014_004,3,2train,0.7024352149739238,-0.5661725358600079,-0.8834446898819128,-1.5858799048558367,-0.6657627200873675,0.2766803022088225,-0.21220858295806713,0.45355413712930037,-0.41808663691259373,0.35701658871496905,-0.7751032256275627,0.21513580736052962,0.24659540410611136,-0.03145959674558174,0.2291010712996779,0.28009807301382256,0.23295814954432856,0.003857078244650647,-0.8275172183019038,-0.5700462519454248,-0.9105180289643547,-0.08300081066245091,-0.2295111771550473,-0.18695486100580794,-0.042556316149239354,-0.017938331494850718,-0.01904425498980808,0.0011059234949573615,True,True
BNCI2014_004,3,3test,-0.7117470475458904,0.7752033388313484,0.34684611319683006,1.0585931607427204,-0.21060254296563205,-0.6774818742383719,0.29759518205050545,0.5081977250161375,0.2417309065552625,-0.043994192984184055,0.2857250995394466,0.25723636599773986,0.1547018333222127,0.10253453267552715,-0.26192248966004616,-0.1604077865553808,0.737002308902592,0.9989247985626382,0.5646072735972297,0.7128099594225831,0.15711927962984118,-0.40748799396738855,0.7993354866832574,0.35501995392415897,0.4443155327590984,0.31226962547677056,0.32969148953532734,-0.01742186405855678,True,True
BNCI2014_004,3,4test,0.6055004270644413,-0.9306765686808866,0.5606858126241445,-0.044814614440296774,0.2961848858505024,-0.4186373405265605,0.35082934767572593,0.054644461825223534,0.6408882354190907,0.41471282803854104,0.22617540738054964,-0.1845869638537474,-0.15137372976723718,-0.033213234086510224,0.7021405996157376,-0.2443725885820844,-0.05081773502274098,-0.7529583346384786,0.8412930879383526,-0.02095239087919822,0.8210705425653704,-0.02022254537298218,-0.15954384805553207,0.05004146505717693,-0.209585313112709,0.1626761503978325,0.09224575638038973,0.07043039401744278,False,True
BNCI2014_004,4,0train,0.925763947447413,0.5233126674816811,0.14152070190543303,-0.7842432455419799,0.4863337157566991,-0.4463801079126943,0.6534736931637872,0.16713997740708814,-0.6970863202432398,-0.15777583041575727,-0.5393104898274825,-0.05503660279449463,-0.055172173499244775,0.00013557070475014865,-0.5345766206155265,-0.5740626791728074,-0.3661540806855171,0.16842253993000939,-0.35667322721847294,-0.7208172346573994,0.76655364206509,1.123226869283563,0.23181733328864906,0.19117217426197808,0.040645159026670985,-0.2710535201068919,-0.5280164833533361,0.2569629632464442,True,True
BNCI2014_004,4,1train,-0.48917651833106507,-0.3352162627677468,-0.08415818965512491,0.4050183286759402,-0.2813477132507871,0.5262910487276384,-0.9014830936051111,-0.620135380354324,0.2256423024254813,0.1089921841311095,0.1166501182943718,-0.04645926569112227,0.06023394108573217,-0.10669320677685444,0.7917952155678121,0.49522515152840285,0.25490314036892814,-0.5368920751988839,0.5331620153611555,-0.6112595078716557,-0.19668912979224035,-0.7298511451533958,-0.38653813255267155,0.2032876937996957,-0.5898258263523672,0.20595960364326144,0.4347795843334426,-0.22881998069018117,True,False
BNCI2014_004,4,2train,0.48835188485778197,-0.21127131987947037,0.6947584786579113,0.20640659380012932,0.31517440000721747,0.23759656011331373,0.10311165403220064,-0.21206274597501684,-0.6888716987324978,-0.5171346949621412,-0.1717370037703566,-0.28965658547225054,-0.1936712001336092,-0.09598538533864134,0.5384912467476719,0.4317628593554746,0.21752992044813788,-0.320961326299534,0.546240057657997,0.1109066436106667,0.4478523945140032,-0.09838766314399378,-1.1622174483874244,-0.4355291727963453,-0.7266882755910791,-0.37809983665815794,-0.20894498835972686,-0.16915484829843108,True,False
BNCI2014_004,4,3test,-0.017998058010896243,0.4866949629246,0.5168179561306314,0.5348160141415277,0.07797714442563532,0.15719319154743785,0.32039115659707135,0.24241401217143604,-0.46442205290850364,-0.6312942459095838,0.1668721930010802,0.08375565215637581,-0.01645296486585246,0.10020861702222827,0.21422651074077065,0.026694923264203807,0.03473509074206009,-0.17949141999871054,0.7097903314061408,0.34330194014873305,0.5363038849255629,-0.17348644648057787,-0.8218096050580497,-0.39433847576144077,-0.4274711292966089,-0.29269018789707124,-0.11943671452223979,-0.17325347337483143,True,True
BNCI2014_004,4,4test,-0.4797229620073751,0.6740106022855216,-0.29050449192808503,0.18921847007929005,0.9493583354222435,-0.3749795536303276,-0.16117745134593447,-1.110535786768178,-0.1315942792706219,-0.4526115526815978,0.3210172734109759,0.18359712270155915,0.38391976266040984,-0.2003226399588507,0.3210124198435185,-0.2780354481777377,-0.02180519369023906,-0.3428176135337576,0.7847605921626774,0.03570283859789109,0.38359503281098606,-0.4011655593516913,0.440410810663014,0.808407229940324,-0.36799641927730997,0.4339036468349587,0.4112919717980141,0.022611675036944612,True,False
BNCI2014_004,5,0train,-0.7180808720956069,-0.20385213959556367,0.6104326940045655,1.3285135661001723,0.18147793914781307,0.9143149118791868,-0.7976143775199087,-0.9790923166677218,1.0940628371829901,0.4797151795437263,0.6143476576392639,-0.768427381279941,-0.48449433993397073,-0.2839330413459703,-0.7553486222393918,-0.7469805159004058,-0.6081640954238727,0.14718452681551908,0.12230428512701443,0.25319613813037595,-0.4992289567592138,-0.6215332418862283,0.32526710171486173,0.7542360372466403,-0.4289689355317786,-0.7028974825810097,-0.3911063103209783,-0.3117911722600314,True,False
BNCI2014_004,5,1train,0.1023061018649561,-0.5222933789593401,0.1280728095985843,0.0257667077336282,0.5778446362052367,-0.16010484283121854,-0.8503163154988087,-1.4281609517040454,0.5711863252923818,0.4949635729082607,0.07622275238412107,-0.5918901286726168,-0.2072054295937412,-0.3846846990788756,0.4787642269508619,-0.13532248529291088,-0.23579125450460553,-0.7145554814554674,0.18688446694261723,-0.9766104981767985,0.4414583622067307,0.25457389526411345,0.2680996295449498,0.5012043215834866,-0.2331046920385368,0.6134074297215499,0.36046084812909823,0.2529465815924517,True,True
BNCI2014_004,5,2train,0.05159424798392013,0.35848397086708705,-0.19497548603213635,-0.24656973401605647,0.19072391369458727,0.9356283419900525,0.31006168679451396,0.11933777309992669,0.37396114023273613,0.4811503032312888,-0.10718916299855269,-0.07117217342769544,-0.12842776362306285,0.05725559019536741,0.741126854518148,-0.28595606322331124,-0.9999354150458246,-1.7410622695639726,0.43905909570350293,-0.8590082767511594,0.3447205203814321,-0.09433857532207085,-0.3971198502878608,-0.06182749217057495,-0.33529235811728586,0.28087301449582736,0.23094473516273764,0.049928279333089715,False,True
BNCI2014_004,5,3test,-0.16506349381241922,0.9143113904591996,0.9587006721855459,1.1237641659979651,-0.5717263720758745,-0.7086936748753503,0.012166411063299043,0.5838927831391736,-0.23721422024629493,-0.4206502034173206,0.1834359831710257,0.4043019817407028,0.2155143172366134,0.1887876645040894,0.13753836007295178,0.9659624014767063,-0.8878975045590607,-1.0254358646320125,-0.039814373868341774,-0.6577887188209774,0.6899444046219213,0.729758778490263,-0.2627169854277841,0.017216268956932068,-0.27993325438471617,-0.13548806810820993,-0.23930885851760442,0.10382079040939449,True,True
BNCI2014_004,5,4test,-0.5389888498560409,-0.23925371037179838,0.40996368204112793,0.9489525318971688,-0.10413605140576848,0.030347549962934046,0.755608408973489,0.8597444603792574,0.40863964926856383,0.14701669551551644,0.2616229537530474,0.3255644252415212,-0.07385860917938136,0.39942303442090255,-0.25046892416592675,-0.81506194777636,0.8848858519059427,1.1353547760718694,0.8104972203823717,0.3435108379601938,0.03335906988929479,-0.7771381504930769,1.0147697127766264,0.43475832821834903,0.5800113845582774,-0.3188090488595883,0.004070602147026536,-0.3228796510066148,True,True
BNCI2014_004,6,0train,-0.1032511159291731,-0.5842837328446305,0.8194918917078545,0.9227430076370277,-0.3544691723143289,-0.520644280309187,-0.36609101088981294,-0.011621838575484045,0.5682527466079176,-0.02583281678441895,0.5940855633923365,-0.04735078574195903,-0.06873805286053619,0.021387267118577163,-0.14206426306363365,0.25016322587540196,0.631786116367704,0.7738503794313376,0.7045269126536137,-0.3249030247613598,-0.4817006516028118,-1.1862275642564255,0.5732320496628454,0.27102379473529375,0.3022082549275516,-0.1553327287151027,0.10405292942324934,-0.259385658138352,True,False
BNCI2014_004,6,1train,0.4929036049534944,0.3658519089842441,-0.7847336282030619,-1.2776372331565562,0.39499484088124986,-0.018015420464796268,0.7750244989722302,0.3800296580909804,-1.5136652773503037,-0.5737004179902766,-0.939964859360027,0.046008580929912724,-0.044985846610215374,0.0909944275401281,0.8742632999218861,-0.673610811508819,-0.06419227255831382,-0.9384555724802,-0.16794053308583262,0.05298846082703504,-0.9070453234635154,-0.7391047903776828,-0.01862209549712296,0.0725447003165392,-0.09116679581366216,-0.4932609044961117,-0.4429096121003282,-0.05035129239578351,False,True
BNCI2014_004,6,2train,0.3589389075441151,0.3219496321856814,-0.19714949275924404,-0.5560884003033592,0.20109105914263295,0.03389401383814161,-0.6062730798090765,-0.8073641389517094,-0.3501712584488993,-0.11604808610670773,-0.23412317234219154,0.012262602685830763,0.22908455661827398,-0.21682195393244322,-0.9820784230316815,0.8188257579991705,-0.36927282295804903,0.6128056000736324,-0.7738224890274494,-0.09431911869391814,-0.3167273631363406,0.45709512589110884,0.04728689447879103,-0.09841444885252722,0.14570134333131823,0.008658847400921585,-0.2236776903624361,0.23233653776335766,True,True
BNCI2014_004,6,3test,0.000382609010052891,-0.02166416910640196,0.5843453213626703,0.5839627123526173,-0.4750533228079049,0.5870843062990095,0.8258429542433298,1.3008962770512347,0.7788438674907131,0.37755962699022355,0.40128424050048955,0.1484609708599217,-0.16381100362242554,0.3122719744823472,-0.2825490089562581,-0.6998049469813746,-0.16836510293014786,0.11418390602611025,-0.22817865073556734,-0.386350699395174,-0.9723652076587637,-0.7441865569231964,0.21695155143880884,0.2335924701375984,-0.01664091869878956,-0.24858299301613956,0.13242925210581014,-0.3810122451219497,True,True
BNCI2014_004,6,4test,0.12286222068868285,0.020905375859315563,-0.3265069652099887,-0.44936918589867153,-0.08647774292019769,0.18958579723678418,-0.2923271206981825,-0.20584937777798482,-0.12414981492832804,-0.02406534864820289,-0.10008446628012514,-0.08600732885664594,-0.059310824804734145,-0.026696504051911797,-0.434306756624152,-0.2450541193465241,-0.7837977101482195,-0.3494909535240675,-0.966384140278556,-0.3570301319782236,-0.5435547039842291,0.4228294362943269,-0.05055065761271621,0.5252721903017091,-0.5758228479144254,0.36004158677094045,0.6012162878770821,-0.2411747011061417,False,True
BNCI2014_004,7,0train,-0.6203956707505864,0.9694776980476776,0.24891775035760325,0.8693134211081897,0.10883122043434663,0.5639068210248034,-0.28590673719508525,-0.39473795762943187,0.3940428233051133,0.1985862764190872,0.19545654688602612,0.25711833777840765,0.46458080990329026,-0.2074624721248826,-0.33364372732832465,-0.38195458929901216,0.17974975552251327,0.513393482850838,-0.1275380856979643,0.619758794479116,0.9384172676631025,1.0659553533610668,0.5060233850268445,0.16830108876098382,0.3377222962658607,0.5573529947265841,0.08995360746748404,0.4673993872591,True,True
BNCI2014_004,7,1train,0.3438105195866175,-0.05386568641139597,-0.6871767577190846,-1.030987277305702,-0.1734356107609932,-0.9637748825947977,-0.32645906257252744,-0.15302345181153423,-0.4601377825234878,-0.0028521969341080977,-0.4572855855893797,0.26383983550146956,0.39851213522611423,-0.13467229972464467,0.19484961544136373,-0.7023645811624338,-0.5602863359182292,-0.7551359513595929,0.7192387684872874,-0.8235634243515102,0.3072827615294861,-0.4119560069578013,0.2572575212550863,0.6771033116906587,-0.41984579043557246,0.3238187026578795,0.2833248650119216,0.040493837645957875,False,False
BNCI2014_004,7,2train,-0.5947045130894207,-0.8775393531072985,-0.45964856886716315,0.13505594422225758,-0.6682830761065687,-0.5771838802627905,-0.9450252049761384,-0.2767421288695697,0.47289127781900786,0.7315677446081248,-0.25867646678911693,-0.15005219823577298,-0.13493569479934847,-0.015116503436424511,-0.8629155676787725,-0.6029255571863467,-0.18366418984145513,0.6792513778373174,-0.7885568355004756,-0.3790592181731418,-0.5323049376581764,0.2562518978422992,0.45691058328539336,0.0419714931099231,0.41493909017547026,0.08932263466208215,-0.2129971863646144,0.3023198210266965,True,True
BNCI2014_004,7,3test,-0.05073175356304264,-0.3915230256139457,-0.19469588960329784,-0.1439641360402552,-0.47236146122173794,-0.41703390045807665,-0.1750538251635723,0.2973076360581657,0.8406543291499621,1.1301666782069308,-0.28951234905696877,0.5164207174118978,0.4009226999523261,0.11549801745957167,0.2038977861371397,-0.34478754437887893,-0.14284742375106696,-0.3467452098882067,-0.033850752894415706,-0.8207252300101056,-0.07006669981953333,-0.03621594692511762,-0.29623502473053004,-0.11867381537767951,-0.17756120935285052,-0.1397466973521232,-0.11590586549764015,-0.023840831854483047,False,True
BNCI2014_004,7,4test,0.31530438581347064,-0.027694829517799422,-0.6153494232621781,-0.9306538090756488,0.20332318818819656,-0.25409389868333415,-0.11445470413534574,-0.3177778923235423,-1.0478911655233936,-0.6394551070738927,-0.4084360584495008,-0.2750151933461476,-0.14667252726096602,-0.12834266608518158,0.12614830198727156,0.17639113222293393,0.5058261157956391,0.3796778138083675,-0.6756808037507028,-0.49684321913958,-0.6978747581189849,-0.022193954368282087,0.6616729937184082,0.3642516005972763,0.29742139312113186,-0.07538446983569441,-0.21252408861072802,0.1371396187750336,True,False
BNCI2014_004,8,0train,0.5985240838298184,0.026312627651217772,0.08899528500857336,-0.509528798821245,0.6083331600880748,-0.1964929671837276,-0.47590556135575257,-1.0842387214438274,-1.3353517263502048,-0.7394364031969609,-0.5959153231532439,-0.6873714400509869,-0.33043323242359685,-0.3569382076273901,0.042610398901904455,0.5313409465705413,0.5601228409106305,0.517512442008726,-0.19168920048488583,0.004074631372406369,-0.3860349334360433,-0.19434573295115745,0.028316485108503986,-0.13324084207109366,0.16155732717959764,0.03271984140975273,0.14266213617719375,-0.10994229476744102,True,False
BNCI2014_004,8,1train,0.8938940804390004,0.3944058265824274,0.5875873168020621,-0.3063067636369383,-0.05433790235307158,-0.20651752454515382,0.7455515540142341,0.7998894563673057,-0.8073424872962092,-0.3778787878374573,-0.42946369945875185,0.17651549774762587,0.006409041188987441,0.17010645655863843,0.6380743677826437,-0.40297871949563674,-0.8971697143593244,-1.535244082141968,-0.4575315341891212,-0.18078213258686163,-0.012357514652193072,0.4451740195369281,-1.3518127660880777,-0.09754844723731215,-1.2542643188507654,0.4014542140447347,0.3100962294093392,0.09135798463539552,False,True
BNCI2014_004,8,2train,0.0053005615448637215,0.04528010091516714,0.22962825175605497,0.22432769021119126,0.9239230412256528,0.5731573600410819,0.8257521772735444,-0.09817086395210839,1.4986669198630513,1.1151169105778902,0.38355000928516114,0.6779582324633529,0.37679946779288886,0.301158764670464,-0.4706320578116904,-0.8897433747825078,-0.07261009276125698,0.3980219650504334,-0.4476493564716053,-0.9222241370568391,-0.2440172752991604,0.2036320811724449,0.9243169648298524,0.25800894895956406,0.6663080158702883,0.17220179341761227,0.07898394133448883,0.09321785208312344,True,True
BNCI2014_004,8,3test,-0.3199225760308709,-0.35227874998525177,-0.45122806215820294,-0.13130548612733206,0.3725465837314111,0.40203479343278065,0.1170054442369037,-0.2555411394945074,0.26197810641214136,0.7019784527533861,-0.44000034634124474,-0.34529932954785136,-0.2132080767197903,-0.13209125282806106,-0.1948746510253032,-0.37631057514042404,-0.591085193904604,-0.3962105428793008,-0.42856651693383935,-0.36624365837770195,-0.07461158119088189,0.35395493574295744,-1.1323829233298182,-0.4156054693960591,-0.716777453933759,-0.064312595657841,-0.26134556574438783,0.19703297008654683,False,True
BNCI2014_004,8,4test,0.21447507994822324,-0.38719738359757877,-0.6339894626110231,-0.8484645425592463,0.18655182385439756,-0.4784460512462042,-0.7901121897878985,-0.9766640136422962,-1.5970496960523253,-0.4215855609896233,-1.175464135062702,-0.48892538647480993,-0.17709367434727663,-0.3118317121275333,-0.6119999798844987,-0.7800185244353866,-0.4654821286185649,0.1465178512659338,-0.7265668466251818,-0.2959712870050539,-0.5878368256714995,0.13873002095368225,0.41600513221519475,0.02886262553048624,0.3871425066847085,0.1312965158344548,0.09474867463884051,0.0365478411956143,True,True
BNCI2014_004,9,0train,0.07120725607276333,-0.4495909718827448,0.13570525306623762,0.06449799699347429,-0.7054008528033565,-0.4307588888004698,-0.905711974674494,-0.20031112187113753,0.6074199603100637,0.496956407480161,0.11046355282990272,-0.0036892872441241994,0.3532199783275019,-0.3569092655716261,0.7330568875051773,-0.2543217358817342,-0.3465448299005683,-1.0796017174057455,0.17457648336119808,-0.899858940384324,-0.10886624688797154,-0.2834427302491696,-0.008482850657251406,0.5194996848437357,-0.5279825355009871,0.05949582843265977,0.17142789835744277,-0.111932069924783,True,False
BNCI2014_004,9,1train,0.35330431562321385,0.15746054026043482,0.11895308686762468,-0.23435122875558917,-0.6211138240038699,0.22028926439734603,0.44778739784744004,1.06890122185131,0.2260873692212132,0.2520704269225391,-0.025983057701325918,0.6262645321868925,0.31041174908406494,0.31585278310282755,-0.42530175976144785,-0.5883681678920564,-0.0809988010356824,0.34430295872576544,-0.9434750184385892,0.153059847994717,-0.5983841805402091,0.34509083789838,-0.37506235488855505,-0.9526584987655666,0.5775961438770116,0.10480463496917816,-0.20819988391875532,0.31300451888793346,True,True
BNCI2014_004,9,2train,-0.5004092607996162,0.7311360482460869,-0.6164801581908846,-0.11607089739126841,-0.12321000985436663,0.9188644322791808,0.6579183564456587,0.7811283663000252,-0.08730148573944033,-0.026209271340311924,-0.0610922143991284,-0.021901813227656386,-0.3458005558124874,0.32389874258483103,0.13027179419739146,0.38791613977733536,0.49724125949097153,0.3669694652935801,0.9903411618801997,0.7845216949576692,0.7067330354833685,-0.2836081263968312,0.21637750298961672,0.0443543876366046,0.17202311535301212,-0.10480685462515038,0.0345438478791269,-0.13935070250427728,True,True
BNCI2014_004,9,3test,-0.11091775551969843,0.6054258412941323,0.7124394912581927,0.8233572467778911,0.6164401773239817,0.6419831136892489,0.5892794635262337,-0.027160713797747982,0.8406513822507502,0.1676408936954369,0.6730104885553133,-0.20864064167416715,-0.12351911190790976,-0.08512152976625739,0.033223863952422494,0.345239492454402,0.8090171989429724,0.7757933349905499,0.7954547416175398,0.7549946845703829,0.5766501531628014,-0.21880458845473838,1.3886619301283805,0.6530051017478837,0.7356568283804967,0.6987973360801422,0.49477999491365376,0.2040173411664884,True,False
BNCI2014_004,9,4test,0.4525768473318584,0.7441786447868395,0.13337631389746593,-0.3192005334343925,0.48449755012983153,0.9595961084854191,0.7133209095754746,0.22882335944564303,-0.34968863812713225,-0.11658993155706654,-0.2330987065700657,-0.33488579375033417,-0.2530748533123499,-0.08181094043798426,0.7017969334079978,0.6356343030354248,0.9685228982461207,0.26672596483812294,0.38687523271949237,0.4272324456064449,0.20697180175096785,-0.1799034309685245,0.4167547462256244,0.12491994403750506,0.29183480218811936,-0.23990950197609784,-0.10436577777466471,-0.13554372420143312,True,True
Cho2017,1,0,0.3171782837515742,0.7357318629885876,-0.5400727357661214,-0.8572510195176956,-0.9967417999307193,0.4499374069273931,-0.635478008443696,0.36126379148702337,-0.333425098666598,0.2450922146133796,-0.5785173132799776,0.09101170116727972,0.029272058912226118,0.0617396422550536,-0.5445504399680572,-0.5132568457837157,-0.30458278785027854,0.23996765211777865,0.5314413938977993,-0.21677921592803878,0.17070594520073104,-0.3607354486970683,0.2656048676161905,0.34693058410923616,-0.08132571649304565,-0.23885569196715878,-0.12574779112889023,-0.11310790083826855,True,True
