dataset,subject,session,LI_mu_early_T1,LI_mu_mid_T1,LI_mu_late_T1,ΔLI_mu_T1,LI_beta_early_T1,LI_beta_mid_T1,LI_beta_late_T1,ΔLI_beta_T1,mu_ERD_slope_contra_T1,mu_ERD_slope_bilateral_T1,mu_ERD_selectivity_T1,beta_ERD_slope_contra_T1,beta_ERD_slope_bilateral_T1,beta_ERD_selectivity_T1,LI_mu_early_T2,LI_mu_mid_T2,LI_mu_late_T2,ΔLI_mu_T2,LI_beta_early_T2,LI_beta_mid_T2,LI_beta_late_T2,ΔLI_beta_T2,mu_ERD_slope_contra_T2,mu_ERD_slope_bilateral_T2,mu_ERD_selectivity_T2,beta_ERD_slope_contra_T2,beta_ERD_slope_bilateral_T2,beta_ERD_selectivity_T2,μ_responder,β_responder
Lee2019_MI,11,1,0.00602029151167662,-0.512511700397984,-0.09496321562622889,-0.1009835071379055,-0.06562353028975818,0.8601286700259502,-0.8584087817854137,-0.7927852514956555,-0.6635625768278361,-0.6070213628248808,-0.05654121400295531,-0.1558106462458093,-0.1031468905738456,-0.052663755671963686,-0.3761967122397913,-0.012372753852601467,0.06882676491602102,0.4450234771558123,-0.9925261853264084,0.16715956022215891,0.6089775573648627,1.601503742691271,-0.19254970436338167,-0.4355443216484052,0.2429946172850235,0.17083589470524962,-0.046047668181294965,0.2168835628865446,True,True
Lee2019_MI,12,1,0.1744638165035781,-0.6921958630683663,0.7002623085923333,0.5257984920887552,-0.2906049455307221,-0.13038871117494,-0.3365332955831703,-0.04592835005244822,0.05047605913852038,-0.18300289689303906,0.23347895603155944,0.03459012048153032,0.11047404757275858,-0.07588392709122826,-0.11819409364921582,0.9996409201001516,0.2580361470929277,0.3762302407421435,0.6887259700185471,0.27811300648683407,0.1729231517353972,-0.5158028182831499,0.3223430210782927,0.16852666199891092,0.1538163590793818,-0.49751304765562526,-0.20104165312985345,-0.2964713945257718,True,False
Lee2019_MI,13,1,-0.1500018581935162,0.014154149693299282,0.02313808358188652,0.1731399417754027,-0.023294066128022598,-0.525177280435013,-0.18025614773355336,-0.15696208160553077,0.42680217013419663,0.15280770644595498,0.27399446368824165,-0.19255830816329933,-0.07349330525102338,-0.11906500291227595,0.5182704094462257,-0.05683175616674688,-0.15925246361338205,-0.6775228730596078,-0.051691907698231,-0.15403602578544295,-0.1515866541522018,-0.09989474645397078,0.441019460836642,1.3086820457727137,-0.8676625849360717,0.3420500381855257,0.48739327360199836,-0.14534323541647265,True,False
Lee2019_MI,14,1,-0.17544978637448302,-0.47639098956694104,0.20874385402429263,0.3841936403987757,-0.30099603567171496,0.2340193563666587,-0.5840478680935262,-0.2830518324218112,0.7022414376477815,0.41005806231889674,0.2921833753288847,-0.13369020099009188,-0.05195661644191463,-0.08173358454817725,-0.7530089006404396,-0.9189906381726255,-0.8447088332691502,-0.09169993262871068,-0.15505392913209773,0.5618513667257012,-0.18870905811790567,-0.03365512898580794,0.004997102893543527,0.15806613628552327,-0.15306903339197975,-0.5693182705917231,-0.665921608257408,0.09660333766568485,True,False
Lee2019_MI,16,1,0.10375183773190587,0.5900721732752213,0.9365576613239266,0.8328058235920207,0.0600026308555805,-0.1414999692033016,-0.045332754404109665,-0.10533538525969016,0.8055655676958915,0.14102675154359945,0.664538816152292,-0.9362180620540169,-0.8539182326978786,-0.08229982935613833,0.5017581620729034,-0.8151680810236598,0.8958902714717205,0.39413210939881715,0.3313469763436406,-0.2661561030376651,0.686086805869109,0.3547398295254684,0.03178076246930672,-0.031124220335791042,0.06290498280509776,0.35569357662206413,0.07477603548902756,0.2809175411330366,True,True
Lee2019_MI,17,1,-0.3203508125962516,-0.1437894969581631,0.6402323218032272,0.9605831343994788,-0.12842354264356592,-0.8085518209556168,0.6550973460600813,0.7835208887036472,-0.3295633874592684,-1.2694596696830902,0.9398962822238218,-0.08842714858558831,-0.4421512788275583,0.35372413024196997,0.5581181635791171,-0.2859109919277467,-0.407388666536528,-0.9655068301156451,0.9223934773385971,-0.44994289187988845,-0.4009481150292453,-1.3233415923678424,-0.48188315167014995,0.21250363323057853,-0.6943867849007285,0.11373144625288661,0.5475449008792659,-0.43381345462637927,True,True
Lee2019_MI,18,1,0.268282615481381,0.3957749746174715,0.6298487409274093,0.3615661254460283,-0.15040599695737628,-0.8548389295092681,0.7810579884363014,0.9314639853936777,0.19057477916596532,-0.04838243330674219,0.23895721247270751,-0.0212774246668386,-0.1264102669904758,0.1051328423236372,-0.020519406287559598,-0.1766806192501767,0.07288958120194736,0.09340898748950696,0.24652425209280887,-0.1689911988482785,0.6587827556456152,0.4122585035528063,0.10785492580897915,-0.0010558430206597524,0.1089107688296389,0.004068449144769393,-0.04521120317360347,0.04927965231837286,True,True
Lee2019_MI,19,1,-0.6115965570912625,0.9845486456479932,-0.8295180432532715,-0.21792148616200901,0.20161476592709673,0.4241195262831223,-0.04851822985816967,-0.2501329957852664,-0.06660862154263214,0.07429113291502232,-0.14089975445765446,-0.14108968651212805,-0.0351039814911418,-0.10598570502098625,-0.4883370427321999,-0.4520628078962848,0.07631497408704506,0.5646520168192449,-0.5279814764017964,-0.5717993675777306,0.7095360424673535,1.2375175188691498,0.6644556736352534,0.30980022278157615,0.3546554508536772,0.07733577069731942,-0.27217884317538016,0.34951461387269955,True,True
Lee2019_MI,20,1,-0.00927190866332667,0.12231445637532973,0.08242897516951087,0.09170088383283753,-0.4724872658999711,-0.48385016414131377,0.37808203853815514,0.8505693044381262,-1.2613442694206949,-1.3116982991854924,0.050354029764797525,0.10953750181735228,-0.2621775230098887,0.371715024827241,-0.07069358904294161,-0.4853036298698309,-0.2623995258406293,-0.19170593679768771,0.5475014981127541,0.2763504473506253,-0.09436602387859215,-0.6418675219913462,-0.02602743112905115,0.3145665991997708,-0.34059403032882196,-0.6369428802115633,-0.34772131987854116,-0.28922156033302215,True,True
Lee2019_MI,21,1,-0.00121996363441937,0.07937263160729961,0.17506977950635072,0.1762897431407701,-0.01782909599741874,0.32505222838049375,0.11304280708610352,0.13087190308352226,0.9915973356575956,0.6892084269351115,0.30238890872248403,0.4039065180936716,0.21469884242441362,0.189207675669258,-0.046722491508899885,0.10947869224786497,0.03906328327193458,0.08578577478083446,0.5837634218648412,0.7116125430702804,0.4107004479277364,-0.1730629739371048,0.22362502332881862,0.09251200501624313,0.1311130183125755,-1.259154183860341,-0.672917610061484,-0.5862365737988571,True,True
Lee2019_MI,22,1,-0.9361176441481793,0.4743925107460342,-0.3463423614735624,0.589775282674617,-0.5025382351378669,-0.14482752786622807,0.19305690325490604,0.695595138392773,0.4304475254641818,0.45729544945577943,-0.026847923991597633,0.992904546392559,0.6271499979802738,0.36575454841228516,-0.19064970299300332,0.0026580538773765725,-0.005262811174400104,0.1853868918186032,-0.2933353217384947,0.3839123285745944,0.25594598416167513,0.5492813059001698,0.7161141596001834,0.5069430256427339,0.20917113395744957,0.8913378104189932,0.5280937576000282,0.363244052818965,True,True
Lee2019_MI,23,1,-0.1444311217474956,0.830805701641649,0.9157018258460508,1.0601329475935464,0.6615111763972598,0.09017776238351945,-0.4912689861201167,-1.1527801625173764,0.7624468017156298,0.004943493988595726,0.7575033077270341,0.07120662700081565,0.40721121452190967,-0.336004587521094,-0.19138780163892347,-0.9921484113874862,-0.23557974303878093,-0.044191941399857465,-0.2678516926284446,-0.280477209211447,0.015233510464079692,0.2830852030925243,-0.394703232653585,-0.45973131538489503,0.06502808273131006,0.15980400823119328,0.10538231775686889,0.054421690474324394,True,True
Lee2019_MI,24,1,0.37825140300345816,-0.29336070078824666,0.03662903386922047,-0.3416223691342377,0.2744357393224712,-0.11386219845660804,-0.029586267222351866,-0.30402200654482303,1.3906613067907498,1.4622494596891984,-0.07158815289844855,0.8308657408044648,0.9423723135381137,-0.11150657273364883,0.5532275856084767,-0.22772981505240736,0.4539040787572777,-0.09932350685119906,0.09213731347735753,-0.025206155598497128,-0.05955919476569445,-0.15169650824305198,-0.6164403157965476,-0.38784503498374007,-0.2285952808128075,0.4236899631358443,0.48651955040859385,-0.06282958727274957,False,False
Lee2019_MI,25,1,0.6940018062977205,-0.8339848627361927,0.16169652707996277,-0.5323052792177577,0.03830616440579135,0.24647428382033096,0.3269271290755333,0.28862096466974196,-0.5881085414451623,-0.07617398450604163,-0.5119345569391207,0.1332396794509163,-0.05447888637424292,0.18771856582515922,0.3974420795336238,0.29321564245635034,0.2546075419722329,-0.14283453756139092,-0.6535482637529794,0.9911414686148781,0.4525850921922677,1.106133355945247,-1.1237837776673076,-0.7791521655418678,-0.3446316121254398,1.2008198675810817,0.5785213863822669,0.6222984811988148,False,True
Lee2019_MI,26,1,-0.04716529485488888,-0.2229900710783685,-0.9169529575026557,-0.8697876626477669,0.18046583808638852,0.39816647789430654,-0.1354607117109593,-0.3159265497973478,-1.0700352978415792,-0.825989009248566,-0.24404628859301325,-0.8479022389265604,-0.5442872929454632,-0.3036149459810972,-0.5895042678022815,0.046853847864729445,-0.4535809802579145,0.135923287544367,0.41493448283666834,0.035876455960814964,-0.2817545119065881,-0.6966889947432564,0.13098045851771395,0.13151162352271184,-0.0005311650049978911,0.24309466049494832,0.7360686099742946,-0.49297394947934625,True,False
Lee2019_MI,27,1,0.25991860869510625,-0.16057745168572776,-0.1085844223620752,-0.36850303105718146,-0.7102986827005349,0.7347177157966327,0.5812374851607034,1.2915361678612383,-0.00022922918944590084,0.18553815845848542,-0.18576738764793133,0.6064850517238468,0.325291998545373,0.2811930531784738,-0.019525116103280248,0.059877032740006664,-0.02795324699247072,-0.008428130889190474,0.18201728029847342,-0.19225069322369173,-0.021263861927524278,-0.2032811422259977,0.22850394611425817,0.250580436781338,-0.02207649066707984,-0.9081522253876966,-0.7132294133903277,-0.19492281199736883,False,True
Lee2019_MI,28,1,-0.7391737573184187,0.6362064557487251,0.001559145592776996,0.7407329029111958,0.45393213414086414,0.2570311679292694,-0.13263087250721264,-0.5865630066480768,0.6321916970290563,0.3652360101435409,0.2669556868855154,-0.3078753574567772,-0.11732603211648446,-0.19054932534029273,0.34739377286842554,-0.07038109302357767,0.35987987873466976,0.012486105866244213,0.02465555001100355,0.9383785280690937,-0.5208807105967013,-0.5455362606077048,-0.15175962671847795,-0.11355374918389108,-0.038205877534586874,-0.12469298181732524,-0.04115360078186836,-0.08353938103545688,True,False
Lee2019_MI,29,1,-0.6718528746552537,-0.3717281599029129,-0.15011277984818813,0.5217400948070655,-0.43173544797152763,-0.2226607732548346,-0.3706886202357645,0.06104682773576314,0.4330384161698426,0.3470781565576191,0.08596025961222353,0.16703124294368843,0.03518680755239556,0.13184443539129287,-0.0028843828238060564,0.36657218169355,0.10706349314397813,0.10994787596778419,-0.35090535968181746,-0.32831284583158143,-0.2245483606606463,0.12635699902117117,0.5606507668857428,0.4603335379956507,0.10031722889009209,0.8032940342776566,0.9661482971920049,-0.16285426291434835,True,True
Lee2019_MI,30,1,0.7446435698399345,0.656039405263577,-0.11529183440682146,-0.859935404246756,-0.5787311995224766,-0.7003651009268701,0.49911769514118703,1.0778488946636637,-0.6272403788486146,-0.18713476643819932,-0.4401056124104153,0.1389128502303412,-0.1340037362461662,0.2729165864765074,0.2176052152949601,-0.08947941250593709,-0.334586994285023,-0.552192209579983,-0.4157776969861127,0.38204563282716913,0.024180045310714948,0.43995774229682766,-0.29446154746218667,-0.033385192370102734,-0.26107635509208393,0.3101751680100415,0.18798987974174552,0.122185288268296,False,True
Lee2019_MI,31,1,0.23312577517444896,0.31014288462579753,0.1071616311302462,-0.12596414404420275,0.007066500790316365,-0.2332802216415681,-0.11680657386576214,-0.12387307465607851,0.3088435827717563,0.3171668019348698,-0.008323219163113516,-0.7326837479608324,-0.66197647228878,-0.07070727567205237,0.8671956619053048,-0.20701755163489535,-0.3921602191284859,-1.2593558810337908,-0.1536856787863268,-0.11845512021255405,-0.2243753890604711,-0.07068971027414431,0.4560807187587882,0.930718142815154,-0.4746374240563658,0.11584705673464057,0.20049077321371264,-0.08464371647907207,False,False
Lee2019_MI,32,1,-0.07286601117393214,0.09896864695506462,0.06268124515207325,0.1355472563260054,0.1758304889468861,0.0779079260931226,-0.08297367861880453,-0.25880416756569063,0.06651794381447318,-0.19262870157108658,0.25914664538555976,0.36335572979751246,0.49066775371546717,-0.1273120239179547,0.8620272889168497,0.19659080264685333,0.8513504594240542,-0.01067682949279547,0.541827724546682,0.5393114347662772,0.5399732901255917,-0.0018544344210903452,0.7681999664429285,0.4203186489286681,0.34788131751426044,1.0961203353228908,0.7120855036744203,0.3840348316484705,True,False
Lee2019_MI,33,1,-0.25592514359028123,0.11955244362136282,-0.10869322705983356,0.14723191653044768,0.4780498381981414,0.14434469933272787,0.18417923782132453,-0.2938706003768169,0.42761454528440995,0.39315310759781025,0.034461437686599705,0.6660233976733231,0.6601321375583081,0.005891260115014951,-0.10103612807822408,0.6748878396739076,0.4016936380947547,0.5027297661729788,0.35194417675498196,0.40211104508651613,0.5641392031998165,0.2121950264448345,-0.2703463716723897,-0.4407640851058585,0.17041771343346884,1.0740301424317218,0.6310080593169465,0.4430220831147753,True,True
Lee2019_MI,34,1,-0.2711005138728536,-0.764033641169965,-0.8571978853337815,-0.5860973714609279,-0.18351760856155055,-0.9571395466311873,0.9667106871594505,1.150228295721001,-0.0631243577657247,0.023595238387938963,-0.08671959615366366,0.25098427739536794,-0.03688470827416518,0.2878689856695331,0.3442693641891595,0.21925144612776232,0.4665005226425043,0.12223115845334481,0.008146872377796925,0.4831218914696586,-0.1069002160273604,-0.11504708840515732,-0.22246986042454808,-0.21986261861565248,-0.0026072418088955995,1.0813068334110914,1.2376650834410279,-0.15635825002993653,True,True
Lee2019_MI,35,1,0.14164044465352157,-0.007610823640565931,-0.34407921689994103,-0.4857196615534626,0.3230903239578546,0.39608845725658304,0.16318732133605718,-0.1599030026217974,-2.455592080496553,-1.7327447620554064,-0.7228473184411468,-1.0558395428431127,-0.6894360146888157,-0.366403528154297,0.17958988839791604,0.06372799760949156,-0.1301221300916696,-0.3097120184895856,-0.12843172885827187,-0.48685347962553094,-0.3529413593308791,-0.22450963047260725,-0.512374390155089,-0.06412491570659018,-0.44824947444849883,-0.8713073341428014,-0.8417657716004254,-0.029541562542375943,False,False
Lee2019_MI,36,1,0.14816194513778275,0.9730526212300935,0.6086702360916197,0.460508290953837,0.3491762546413361,-0.5388924835773907,0.7353361678376066,0.38615991319627047,0.784929891509568,0.048273727563240776,0.7366561639463273,0.5649574562141135,0.25521845899881823,0.3097389972152953,0.8653536764550213,0.8979532067557687,0.7114217557877867,-0.1539319206672346,0.24480099173070596,-0.011473348009819091,0.12847653058906916,-0.1163244611416368,0.9281564020744633,0.6295812583780541,0.29857514369640914,0.35405339430690475,0.35198063780160715,0.0020727565052975905,True,True
Lee2019_MI,37,1,0.430475124411681,-0.8656567793068388,-0.33085653776022766,-0.7613316621719086,-0.8205605968821694,0.49775380137446434,-0.9272232977745056,-0.1066627008923362,-0.4122487537959767,0.031680748580050655,-0.44392950237602735,-0.04233071430186493,-0.06059422134450231,0.018263507042637385,-0.3411295533305528,-0.501185104260195,-0.3863721819553891,-0.0452426286248363,-0.4303961712631292,-0.9745387602564937,-0.807932358991853,-0.3775361877287238,-0.26654730406014693,-0.3811738159871009,0.11462651192695394,-0.28884522046414923,-0.24391242212727443,-0.0449327983368748,False,False
Lee2019_MI,38,1,-0.010446201301228253,0.35510868360808645,0.8856995461716446,0.8961457474728729,0.441956786815419,-0.02316870903751535,-0.8993187529361852,-1.3412755397516043,0.44710583098137846,-0.12833478618871352,0.575440617170092,-0.526890213354914,-0.2005072781409752,-0.32638293521393885,-0.5414986848798361,-0.5085820983639898,-0.2841348273003548,0.2573638575794813,-0.1407154415481255,-0.21830789124509384,0.28623528311683716,0.42695072466496264,0.3267814875234494,0.2582102063328354,0.06857128119061395,0.09952299215323289,-0.07608161815205572,0.17560461030528862,True,True
Lee2019_MI,39,1,-0.3869215398539369,-0.13021180913421732,-0.42600567335848977,-0.039084133504552865,0.6809244893765519,0.5259695283150002,0.1807178420150022,-0.5002066473615497,-0.15000661371682522,-0.18677538908033176,0.036768775363506534,0.15317147312437715,0.16414683667876215,-0.010975363554384998,-0.04439255176194669,-0.1781388741421593,0.34080465586126096,0.38519720762320764,-0.6883762597546597,-0.1667951292880088,0.23526031032327166,0.9236365700779313,-0.8795034278425221,-1.0931513928404282,0.21364796499790606,0.500769386132876,0.08804593330193006,0.41272345283094597,True,True
Lee2019_MI,40,1,-0.20762600826893332,-0.4184350066584127,0.8911740068231271,1.0988000150920605,0.00030691927191311383,-0.0739872750775387,-0.09527356737607186,-0.09558048664798498,-0.1316502993359145,-0.5227559085541245,0.39110560921820997,-0.16163943373981726,-0.013416687791790505,-0.14822274594802676,0.9714142293599363,-0.1617542003194499,-0.2895417696049643,-1.2609559989649006,-0.0725892195083004,0.0367283078273101,0.14332155499602883,0.21591077450432922,-0.5804986713986219,-0.09493611385203937,-0.4855625575465825,0.10071816765376783,-0.1237187337117631,0.22443690136553093,True,True
Lee2019_MI,41,1,-0.3620543195654759,0.0036138374584396902,0.2205237439284418,0.5825780634939177,0.0961227427445517,0.15681078313617525,0.12302848136606165,0.026905738621509953,1.023630626879961,0.5587687403427846,0.4648618865371765,-0.5754378585248903,-0.5346781538242747,-0.04075970470061552,-0.296824557348419,-0.3783464457709209,-0.12399964300504196,0.17282491434337705,-0.17631429994752382,0.18249402487015443,-0.25914995130394936,-0.08283565135642554,0.26953924045505717,0.16111955809604483,0.10841968235901234,-0.5760911007370068,-0.6431741232508321,0.06708302251382536,True,True
Lee2019_MI,42,1,-0.18777283385072605,-0.6633406683939332,-0.749131716751323,-0.5613588829005969,-0.19832853515488647,-0.02986597291747189,-0.23614385484607694,-0.03781531969119048,-0.45599262969658283,-0.33090555383795484,-0.125087075858628,0.05260756682974166,0.08609812790069032,-0.033490561070948666,-0.6791400178684824,0.2840349003884374,0.05739663051340537,0.7365366483818878,-0.0355137519326957,0.04357007783650372,-0.21161498546640956,-0.17610123353371385,0.2731540811254426,0.07826872967822301,0.19488535144721958,-0.07754465565196106,0.028347407621135853,-0.10589206327309691,True,False
Lee2019_MI,43,1,-0.04146907653659944,-0.12475110130846401,0.18935739357044093,0.23082647010704038,0.08313569372028375,0.2262279988477251,0.20878716552166038,0.12565147180137665,0.1188785099243137,-0.24913580745305808,0.3680143173773718,-0.06497527958884941,-0.15360201316198785,0.08862673357313844,-0.0830345087357384,-0.4119339744057081,0.3742661671084034,0.4573006758441418,-0.9711029793256384,-0.2206150492362955,-0.0155853549317,0.9555176243939384,-0.9697924362668636,-1.090670057792602,0.12087762152573844,0.6734161865050157,0.6598308484113931,0.013585338093622612,True,True
Lee2019_MI,44,1,0.07554456563232136,-0.07383936433990054,-0.2048078952820816,-0.28035246091440297,0.05308359176470338,-0.28941096437699665,-0.02017686659405623,-0.0732604583587596,0.23827590413691746,0.5501459971083154,-0.3118700929713979,-0.03153453269408368,0.006478347899946279,-0.03801288059402996,-0.24068412922288104,0.16672430366255286,-0.6733349426404512,-0.43265081341757017,-0.5324294865944116,-0.11091232966763843,0.24948166255658155,0.7819111491509931,0.17934062340706075,0.7498091870827326,-0.5704685636756719,1.0257719140844095,0.578135049675561,0.44763686440884853,False,True
Lee2019_MI,45,1,-0.3058675214389888,-0.6483688321886021,0.5058322941240686,0.8116998155630575,-0.29321514577225816,-0.14138939483032936,-0.04925547961131284,0.24395966616094533,0.5494025112436426,-0.05152763126174087,0.6009301425053835,0.15117197584527534,0.09991853445597343,0.05125344138930191,-0.26532241132238077,-0.6207156938734388,-0.6345804060955553,-0.36925799477317456,0.055884784090127766,-0.5272323287842767,-0.08435795384081717,-0.14024273793094494,0.13307110205426484,0.6227292747960248,-0.48965817274175993,-0.05534788208225047,-0.022436489262809056,-0.032911392819441415,True,True
Lee2019_MI,46,1,0.3005030809532306,0.3032118827088859,-0.8555866563902782,-1.1560897373435088,-0.10188532570831584,-0.2231299270186655,-0.5113169568439282,-0.4094316311356124,-1.8633260182211155,-1.0212504527065365,-0.8420755655145791,-1.0357184736693799,-0.9372140173871227,-0.09850445628225712,-0.6308480204400424,-0.1372403124627571,0.052862612962469,0.6837106334025114,-0.0199758282667716,0.0011246806597114637,-0.020105445357955463,-0.00012961709118386455,1.5493697370867032,0.7731365437306579,0.7762331933560453,0.39856366173956903,0.4068161207361498,-0.00825245899658078,True,False
Lee2019_MI,47,1,0.05951401707649775,-0.010668595143113703,-0.5958087733846098,-0.6553227904611075,0.7017492620582619,-0.44277335793560285,0.5133095063805736,-0.18843975567768834,0.010185852275665791,0.3311599326806017,-0.3209740804049359,0.22723407129739018,0.16562962250525196,0.06160444879213822,0.24790915674795452,-0.04852280015829205,0.04616135411762656,-0.20174780263032796,-0.16122921859050013,0.11281014759286632,-0.0814893055361122,0.07973991305438793,-0.4237312840774743,-0.19217360454967136,-0.23155767952780293,0.6148524946475782,0.6080230200050618,0.0068294746425163755,False,True
